lagsnavn,orgnr,kommune,fylke,adresse,postnummer,poststed,nettstad,kjelde_type,kjelde_url,henta_dato
SAMEIET ULLERNCHAUSSEEN 120,996569748,OSLO,Oslo,Ullernchausseen 120,0284,OSLO,https://www.ullernchaussen120.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/996569748,2026-04-27
SAMEIET ULLERNCHAUSSEEN 4,988742821,OSLO,Oslo,Ullernchausséen 4,0379,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/988742821,2026-04-27
SAMEIET ULLERNCHAUSSÉEN 110,927611724,OSLO,Oslo,Ullernchausséen 110,0284,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/927611724,2026-04-27
SAMEIET ULLERNVEIEN 15,989310135,OSLO,Oslo,Ullernveien 15,0280,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/989310135,2026-04-27
SAMEIET ULLERNVEIEN 20 A-G,921852339,OSLO,Oslo,Ullernveien 20A,0280,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/921852339,2026-04-27
SAMEIET ULLEVÅL TÅRN,915488854,OSLO,Oslo,"c/o Enqvist Boligforvaltning AS, Konghellegata 3",0569,OSLO,https://www.enqvist.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/915488854,2026-04-27
SAMEIET ULLEVÅLSALLEEN 2,833572822,OSLO,Oslo,"c/o Heimstaden Norway AS, Sognsveien 9C",0450,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/833572822,2026-04-27
SAMEIET ULLEVÅLSALLEEN 6,994205102,OSLO,Oslo,Ullevålsalléen 6A,0852,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/994205102,2026-04-27
SAMEIET ULLEVÅLSVEIEN 10,893538992,OSLO,Oslo,Dronningen 1,0287,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/893538992,2026-04-27
SAMEIET ULLEVÅLSVEIEN 105,993955051,OSLO,Oslo,"c/o ECIT Norian AS, Stortingsgata 2",0158,OSLO,https://www.norian.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/993955051,2026-04-27
SAMEIET ULLEVÅLSVEIEN 109,991253114,OSLO,Oslo,"v/Advokatfirmaet Røer ANS, Frogner Atrium, Frognerveien 10",0257,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/991253114,2026-04-27
SAMEIET ULLEVÅLSVEIEN 110,979217528,OSLO,Oslo,"c/o Hurd Økonomi & Regnskap AS, Biskop Gunnerus' gate 2",0155,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/979217528,2026-04-27
SAMEIET ULLEVÅLSVEIEN 112,980841634,OSLO,Oslo,"c/o ECIT Norian AS, Stortingsgata 2",0158,OSLO,https://www.norian.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/980841634,2026-04-27
SAMEIET ULLEVÅLSVEIEN 113,976846443,OSLO,Oslo,"c/o ECIT Norian AS, Stortingsgata 2",0158,OSLO,https://www.norian.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/976846443,2026-04-27
SAMEIET ULLEVÅLSVEIEN 13,983989225,OSLO,Oslo,"c/o Advokat Mathilde Zetlitz Haga, Øvre Slottsgate 6",0157,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/983989225,2026-04-27
SAMEIET ULLEVÅLSVEIEN 17,971273909,OSLO,Oslo,Ullevålsveien 17,0165,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/971273909,2026-04-27
SAMEIET ULLEVÅLSVEIEN 19,983556523,OSLO,Oslo,"c/o ECIT Norian AS, Stortingsgata 2",0158,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/983556523,2026-04-27
SAMEIET ULLEVÅLSVEIEN 45,971273925,OSLO,Oslo,"c/o Børre Nilsen, Ullevålsveien 45",0171,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/971273925,2026-04-27
SAMEIET ULLEVÅLSVEIEN 47,992113367,OSLO,Oslo,"OBOS Eiendomsforvaltning, Standardveien 1",0581,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/992113367,2026-04-27
SAMEIET ULLEVÅLSVEIEN 48 E/F,977573106,OSLO,Oslo,Ullevålsveien 48E/F,0454,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/977573106,2026-04-27
SAMEIET ULLEVÅLSVEIEN 49,982041708,OSLO,Oslo,Innspurten 11C,0663,OSLO,https://www.obf.no/,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/982041708,2026-04-27
SAMEIET ULLEVÅLSVEIEN 51,991948945,OSLO,Oslo,"c/o Norian Regnskap AS, Rosenkrantz' gate 16",0160,OSLO,https://www.norian.no/eiendom,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/991948945,2026-04-27
SAMEIET ULLEVÅLSVEIEN 52,979643497,OSLO,Oslo,Ullevålsveien 52,0454,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/979643497,2026-04-27
SAMEIET ULLEVÅLSVEIEN 55,993339849,OSLO,Oslo,Ullevålsveien 55,0171,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/993339849,2026-04-27
SAMEIET ULLEVÅLSVEIEN 58,987282207,OSLO,Oslo,Ullevålsveien 58,0454,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/987282207,2026-04-27
SAMEIET ULLEVÅLSVEIEN 59,985172455,OSLO,Oslo,Hammersborg torg 1,0179,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/985172455,2026-04-27
SAMEIET ULLEVÅLSVEIEN 67,995647281,OSLO,Oslo,Ullevålsveien 67,0454,OSLO,https://www.sjeiendom.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/995647281,2026-04-27
SAMEIET ULLEVÅLSVEIEN 67 B,982990246,OSLO,Oslo,Ullevålsveien 67B,0454,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/982990246,2026-04-27
SAMEIET ULLEVÅLSVEIEN 69,928416739,OSLO,Oslo,Ullevålsveien 69C,0454,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/928416739,2026-04-27
SAMEIET ULLEVÅLSVEIEN 7,991160833,OSLO,Oslo,"v/Obos Eiendomsforvaltning AS, Hammersborg torg 1",0179,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/991160833,2026-04-27
SAMEIET ULLEVÅLSVEIEN 71,992529113,OSLO,Oslo,Ullevålsveien 71,0454,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/992529113,2026-04-27
SAMEIET ULLEVÅLSVEIEN 79,886103832,OSLO,Oslo,Ullevålsveien 79,0454,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/886103832,2026-04-27
SAMEIET ULLEVÅLSVEIEN 85,992365404,OSLO,Oslo,Innspurten 11C,0663,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/992365404,2026-04-27
SAMEIET ULLEVÅLSVEIEN 88,984673566,OSLO,Oslo,Innspurten 11C,0663,OSLO,https://www.obf.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/984673566,2026-04-27
SAMEIET ULLEVÅLSVEIEN 94,875804162,OSLO,Oslo,"c/o SK Eiendom, Bygdøy allé 37",0265,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/875804162,2026-04-27
SAMEIET ULLEVÅLSVEIEN 96,871275572,OSLO,Oslo,"c/o Obos Eiendomsforvaltning AS, Hammersborg torg 1",0179,OSLO,https://www.obos.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/871275572,2026-04-27
SAMEIET ULLEVÅLSVEIEN 97,987588012,OSLO,Oslo,Dronning Eufemias gate 16,0191,OSLO,https://www.solibo.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/987588012,2026-04-27
SAMEIET ULLEVÅLSVEIEN 99/101,971277378,OSLO,Oslo,"c/o ECIT Norian AS, Rosenkrantz' gate 16",0160,OSLO,https://www.norian.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/971277378,2026-04-27
SAMEIET VILLA ULLEVÅL,994210599,OSLO,Oslo,Vestgrensa 27,0851,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/994210599,2026-04-27
SAMEIET ØSTERLIVEIEN 18 F-L,928065685,OSLO,Oslo,"c/o Majo Selimovic, Østerliveien 18L",1185,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/928065685,2026-04-27
SAMFUNNSSTIFTELSEN UNGDOM MOT VOLD,985648069,OSLO,Oslo,Torggata 10,0181,OSLO,https://www.umv.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/985648069,2026-04-27
SANDEFJORD OG LARVIK FREMSKRITTSPARTIETS UNGDOM (FPU),997559738,OSLO,Oslo,Karl Johans gate 25,0159,OSLO,https://fpu.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/997559738,2026-04-27
SANDER L. HAGA,919706759,OSLO,Oslo,Mor Go'hjertas vei 3,0469,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/919706759,2026-04-27
SANDNES OG JÆREN FREMSKRITTSPARTIETS UNGDOM,993336874,OSLO,Oslo,"c/o Fremskrittspartiets Ungdom, Karl Johans gate 25",0159,OSLO,https://fpu.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/993336874,2026-04-27
SAP LABS BULGARIA,915524303,OSLO,Oslo,"c/o SAP Norge AS, Universitetsgata 1",0164,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/915524303,2026-04-27
SARAH HAGEDAL BULJO,923468307,OSLO,Oslo,Lysehagan 18,0383,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/923468307,2026-04-27
SAULIUS BULAVAS,937321171,OSLO,Oslo,Hegdehaugsveien 5B,0352,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/937321171,2026-04-27
SAYOLOTO ASSETS UNGDOMSBEDRIFT,936289487,OSLO,Oslo,"Elvebakken videregående skole, Vestre Elvebakke 3",0182,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936289487,2026-04-27
SCANDINASIA CORP ULLAH,984176171,OSLO,Oslo,Holmliveien 4,1252,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/984176171,2026-04-27
SCANDINAVIAN BULK TRADERS AS,927340046,OSLO,Oslo,Monolitveien 13B,0375,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/927340046,2026-04-27
SCHMULIA GRENI,929867416,OSLO,Oslo,"c/o Julia Greni, Grefsen allé 24A",0488,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/929867416,2026-04-27
SCRUB UNGDOMSBEDRIFT,936893589,OSLO,Oslo,"Vika videregående skole, Cort Adelers gate 30",0254,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936893589,2026-04-27
SCRUBMONKEY UNGDOMSBEDRIFT,836744772,OSLO,Oslo,"Stovner videregående skole, Karl Fossums vei 25",0985,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/836744772,2026-04-27
SEADRIVE UNGDOMSBEDRIFT,936733425,OSLO,Oslo,"Lambertseter videregående skole, Cecilie Thoresens vei 6",1153,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936733425,2026-04-27
SEAL UNGDOMSBEDRIFT,836469992,OSLO,Oslo,"Lambertseter videregående skole, Cecilie Thoresens vei 6",1153,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/836469992,2026-04-27
SEEMEN UNGDOMSBEDRIFT,936587224,OSLO,Oslo,"Kongshavn videregående skole, Kongsveien 30",0193,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936587224,2026-04-27
SEKSJONSSAMEIET ULLEVÅLSVEIEN 65,991907815,OSLO,Oslo,"v/ OBOS Eiendomsforvaltning AS, Hammersborg torg 1",0179,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/991907815,2026-04-27
SELMER BULK AS,927173956,OSLO,Oslo,Munkedamsveien 62C,0270,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/927173956,2026-04-27
SELMER BULK SHIPOWNING AS,927172879,OSLO,Oslo,Munkedamsveien 62C,0270,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/927172879,2026-04-27
SENIORKONSULENTEN UNGDOMSBEDRIFT,937037724,OSLO,Oslo,"Vika videregående skole, Cort Adelers gate 30",0254,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/937037724,2026-04-27
SENTER FOR FLERKULTURELL UNGDOM,992116102,OSLO,Oslo,Pottemakerveien 4,0954,OSLO,https://www.sffu.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/992116102,2026-04-27
SENTER FOR FLERKULTURELL UNGDOM I LØKKA,998254620,OSLO,Oslo,Sverdrups gate 5A,0559,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/998254620,2026-04-27
SENTER FOR FLERKULTURELL UNGDOM I OSLO,996877396,OSLO,Oslo,Pottemakerveien 4,0954,OSLO,https://www.sffu.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/996877396,2026-04-27
SENTER FOR FRIVILLIG UNGDOM (SFU),997021002,OSLO,Oslo,Drøbakgata 1,0463,OSLO,https://www.sfu-sagene.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/997021002,2026-04-27
SERENADE UNGDOMSBEDRIFT,936333273,OSLO,Oslo,"Edvard Munch videregående skole, Ullevålsveien 5",0165,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936333273,2026-04-27
SHARIYAT ULLAH TRANSPORT,934284380,OSLO,Oslo,"Bruksenhetsnummer H0301, Tvetenveien 23",0666,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/934284380,2026-04-27
SHITADVISOR UNGDOMSBEDRIFT,936168078,OSLO,Oslo,"Persbråten videregående skole, Gamle Hovsetervei 1",0768,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936168078,2026-04-27
SICOM Ulf Ower,875813412,OSLO,Oslo,"c/o Finanstorget AS, Ryensvingen 3",0680,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/875813412,2026-04-27
SILJE ULEKLEIV,994296043,OSLO,Oslo,Othilie Tonnings vei 2D,0486,OSLO,https://www.siljeulekleiv.com,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/994296043,2026-04-27
SILVIA ULLA BERG,917805121,OSLO,Oslo,Sandakerveien 22C,0473,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/917805121,2026-04-27
SIMBA UNGDOM,993729655,OSLO,Oslo,Kildeveien 43A,0590,OSLO,https://www.simbafc.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/993729655,2026-04-27
SIMPLY BULAND,934458966,OSLO,Oslo,Toftes gate 15B,0556,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/934458966,2026-04-27
SINSEN UNGDOMSKORPS,976031822,OSLO,Oslo,Lørenveien 7,0585,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/976031822,2026-04-27
SIPPYCUP UNGDOMSBEDRIFT,936723942,OSLO,Oslo,"Blindern videregående skole, Sognsveien 80",0855,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936723942,2026-04-27
SIRI ANDRINE L. BAKKEN,934365917,OSLO,Oslo,Københavngata 4B,0553,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/934365917,2026-04-27
SJAKKLUBBEN KAMPEN PÅ BRETTETS UNGDOM,993306932,OSLO,Oslo,Bøgata 21,0655,OSLO,https://sites.google.com/site/sjakklubbenkampenpaabrettet/home,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/993306932,2026-04-27
SKEI GRANDE,927423448,OSLO,Oslo,Hølandsgata 7,0655,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/927423448,2026-04-27
SKEIV UNGDOM,987184086,OSLO,Oslo,Mariboes gate 13,0183,OSLO,https://www.skeivungdom.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/987184086,2026-04-27
SKEIV UNGDOM FINNMARK,993457590,OSLO,Oslo,Mariboes gate 13,0183,OSLO,https://www.skeivungdom.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/993457590,2026-04-27
SKEIV UNGDOM OSLO OG VIKEN,996865703,OSLO,Oslo,Mariboes gate 13,0183,OSLO,https://www.skeivungdom.no/lokallag/oslo/,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/996865703,2026-04-27
SKI CODE L BORETTSLAG,927876256,OSLO,Oslo,Hammersborg torg 1,0179,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/927876256,2026-04-27
SKIKLUBBEN ULL,985312109,OSLO,Oslo,"c/o Sverre K Seeberg, Vettaliveien 12A",0781,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/985312109,2026-04-27
SKILØPERN UNGDOMSBEDRIFT,936697437,OSLO,Oslo,"Persbråten videregående skole, Gamle Hovsetervei 1",0768,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936697437,2026-04-27
SKJETNE BARN OG UNGDOM,981713745,OSLO,Oslo,Gaupefaret 16,0773,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/981713745,2026-04-27
SKOLEHAGEFORENING I BYDEL GRORUD,923267352,OSLO,Oslo,"c/o Anne Galand, Vestbysvingen 14",0976,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/923267352,2026-04-27
SLETTELØKKA UNGDOMS AKTIVITETSSENTER,996223663,OSLO,Oslo,Linderudsletta 15A,0597,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/996223663,2026-04-27
SLIMANE GLASS OG ULL IMPORT,986581219,OSLO,Oslo,Smalgangen 28,0188,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/986581219,2026-04-27
SMYKSEA UNGDOMSBEDRIFT,936442900,OSLO,Oslo,"Lamberseter Videregående Skole, Cecilie Thoresens vei 6",1153,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936442900,2026-04-27
SMÅ OG STORE TJENESTER AV PHILIP L. VETHE,925755958,OSLO,Oslo,Solbakken allé 8,1086,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/925755958,2026-04-27
SNU- SEKSUALPOLITISK NETTVERK FOR UNGDOM,915168809,OSLO,Oslo,Christian Krohgs gate 34,0186,OSLO,https://snuorg.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/915168809,2026-04-27
SNUSAWAY UNGDOMSBEDRIFT,937037023,OSLO,Oslo,"Akademiet videregående skole oslo, Pilestredet 56",0167,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/937037023,2026-04-27
SO EASY Ulf A Skjerdal,983494684,OSLO,Oslo,Rødstuveien 8,0572,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/983494684,2026-04-27
SO HAPPY Ulf Nygaard,976605780,OSLO,Oslo,Gjøvikgata 7B,0470,OSLO,https://www.sohappy.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/976605780,2026-04-27
SOGN & FJORDANE FREMSKRITTSPARTIETS UNGDOM (FPU),836934202,OSLO,Oslo,Karl Johans gate 25,0159,OSLO,https://fpu.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/836934202,2026-04-27
SOLVEIG HOLTHE BYGDNES,915637418,OSLO,Oslo,Borggata 6,0650,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/915637418,2026-04-27
SOLVÅR L. ØYEN,927619601,OSLO,Oslo,Åsengata 38,0480,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/927619601,2026-04-27
SOMALISK BARN OG UNGDOMSSENTER,921182406,OSLO,Oslo,Tøyenbekken 1,0188,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/921182406,2026-04-27
SOMALISK UNGDOM UTVIKLING ORGANISASJON,989047930,OSLO,Oslo,Ammerudhellinga 66,0959,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/989047930,2026-04-27
SOMALISK UNGDOMSFORENING,985845476,OSLO,Oslo,Gjennomfaret 38B,0876,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/985845476,2026-04-27
SOMALISK UNGDOMSSENTER,988038326,OSLO,Oslo,Vestbyveien 29C,0976,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/988038326,2026-04-27
SOMALISKE BARN UNGDOMS FORENING,985982368,OSLO,Oslo,Vestre Haugen 54,1054,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/985982368,2026-04-27
SOMALISKE UNGDOMSFORENING I OSLO,913112644,OSLO,Oslo,"c/o Harbi Abdillahi Sharif, Solfjellshøgda 38",0677,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/913112644,2026-04-27
SOMMERFRYDLØKKEN UNGDOMSKLUBB,818961162,OSLO,Oslo,Lindebergveien 13A,1069,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/818961162,2026-04-27
SONGA BULK CHARTERING AS,996102645,OSLO,Oslo,Haakon VIIs gate 1,0161,OSLO,https://www.blystad.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/996102645,2026-04-27
SONGLAGET I BUL,911981149,OSLO,Oslo,Rosenkrantz' gate 8,0159,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/911981149,2026-04-27
"SOSIALARBEIDERE UTEN GRENSER, NORGE",913706439,OSLO,Oslo,"c/o Startblokka, Østre Aker vei 90",0596,OSLO,https://www.sosialarbeidere.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/913706439,2026-04-27
SOSIALISTISK UNGDOM,971524669,OSLO,Oslo,Møllergata 4,0179,OSLO,https://www.su.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/971524669,2026-04-27
SPADE MUSIC 4 U,918038922,OSLO,Oslo,Hoffsjef Løvenskiolds vei 31A,0382,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/918038922,2026-04-27
SPESIALIST I BARNE- OG UNGDOMSPSYKIATRI ØYSTEIN SØRBYE,929525620,OSLO,Oslo,Rosenborggata 3,0356,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/929525620,2026-04-27
SPILLSAFE UNGDOMSBEDRIFT,936743781,OSLO,Oslo,"Blindern videregående skole, Sognsveien 80",0855,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936743781,2026-04-27
SPIS OPP! UNGDOMSBEDRIFT,936645321,OSLO,Oslo,"Valle Hovin videregående skole, Innspurten 16C",0663,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936645321,2026-04-27
ST HANSHAUGEN ULLEVÅL ARBEIDERPARTILAG,984061390,OSLO,Oslo,"c/o Oslo Arbeiderparti, 4. Etasje, Youngstorget 2",0181,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/984061390,2026-04-27
ST. JOHANNES UNGDOMSKOR,917985421,OSLO,Oslo,Bredtvetveien 12,0950,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/917985421,2026-04-27
STACKER UNGDOMSBEDRIFT,937008627,OSLO,Oslo,"Kongshavn videregående skole, Kongsveien 30",0193,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/937008627,2026-04-27
STARLINE UNGDOMSBEDRIFT,936738753,OSLO,Oslo,"Blindern Videregående skole, Sognsveien 80",0855,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936738753,2026-04-27
STARTUP GRIND NORWAY,923213147,OSLO,Oslo,Christian Krohgs gate 1,0186,OSLO,https://www.startupgrind.com/oslo,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/923213147,2026-04-27
STAVANGER FREMSKRITTSPARTIETS UNGDOM (FPU),992625880,OSLO,Oslo,Karl Johans gate 25,0159,OSLO,https://fpu.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/992625880,2026-04-27
STAVSET GRENDELAG,912377350,OSLO,Oslo,"c/o Kari Støren, Hovseterveien 98",0768,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/912377350,2026-04-27
STAYDRY UNGDOMSBEDRIFT,936600212,OSLO,Oslo,"Kuben videregående skole, Kabelgata 10",0581,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936600212,2026-04-27
STEADYKOPP UNGDOMSBEDRIFT,936467229,OSLO,Oslo,"Heltberg Private Gymnas, Sognsveien 75B",0855,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/936467229,2026-04-27
STEINAR GRANDE CONSULTING,931151738,OSLO,Oslo,Vestgrensa 17B,0851,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/931151738,2026-04-27
STICKIT-ON UNGDOMSBEDRIFT,937035705,OSLO,Oslo,"Akademiet videregående skole Oslo, Pilestredet 56",0167,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/937035705,2026-04-27
STIFTELSEN BYGDØ MONOLITTEN,891081502,OSLO,Oslo,"Bygdø Stadion, Bygdøyveien 20",0287,OSLO,https://www.bmil.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/891081502,2026-04-27
STIFTELSEN BYGDØY ELDRESENTER,980540235,OSLO,Oslo,Huk aveny 45,0287,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/980540235,2026-04-27
STIFTELSEN L/S RAKEL,932521660,OSLO,Oslo,Furulundsveien 14,0282,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/932521660,2026-04-27
STIFTELSEN MAJORSTUEN KIRKE 3 L,979856857,OSLO,Oslo,"c/o Harald Assev, Per Gynts vei 1",0851,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/979856857,2026-04-27
STIFTELSEN UNGDOMSSYMFONIKERNE - NORGES NASJONALE UNGDOMSORKESTER,975548937,OSLO,Oslo,"c/o Sentralen, Øvre Slottsgate 3",0157,OSLO,https://www.ungdomssymfonikerne.no,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/975548937,2026-04-27
STINE HOLE ULLA,999563783,OSLO,Oslo,Stensberggata 21B,0170,OSLO,,brreg,https://data.brreg.no/enhetsregisteret/oppslag/enheter/999563783,2026-04-27
